county,confirmed_cases,confirmed_deaths,state,length_of_lockdown,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
Garza,4,0,Texas,28,0.608087565,0,6578,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000114592,10,120,63,203,155,14,14,23,22,7.2,2.5,0.072184,20.3
Gillespie,4,0,Texas,28,0.149231458,0,26804,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.373078645,0.000466939,35,48,13,6,31,102,12,29,16,23.5,12.1,0.072184,20.3
Glasscock,1,0,Texas,28,0.720461095,0,1388,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039058,0,2.42E-05,46.90747826,47.57217391,48.40382609,46.808,47.648,49.47965217,15,24,19,1.4,0.6,0.072184,20.3
Goliad,7,0,Texas,28,0.922995781,0,7584,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000132117,207,46,69,54,106,63,14,28,17,8.5,4.4,0.072184,20.3
Gonzales,62,2,Texas,28,2.977047921,0.096033804,20826,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000362799,93,204,126,126,171,114,16,31,17,18.6,8.2,0.072184,20.3
Gray,9,0,Texas,28,3.516784654,0,21895,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.365380224,0.000381421,201,56,177,168,131,42,16,34,19,24.3,11,0.072184,20.3
Grayson,99,6,Texas,28,0.835877037,0,133991,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.462717645,0.002334188,157,93,134,89,55,174,15,30,19,129.6,57.6,0.072184,20.3
Gregg,136,0,Texas,28,1.099371903,0,123707,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.533518718,0.002155036,187,147,190,22,127,219,16,30,17,445.4,181.2,0.072184,20.3
Grimes,54,1,Texas,28,1.904090268,0.035260931,28360,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000494045,168,182,226,155,184,183,17,37,18,33.8,13.9,0.072184,20.3
Guadalupe,17,0,Texas,28,0.604786981,0,163694,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.054980635,0.002851629,22,45,53,32,21,220,13,34,20,184.9,70.3,0.072184,20.3
Hale,74,2,Texas,28,1.182382501,0.11823825,33830,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.147797813,0.000589335,59,220,172,131,166,116,16,32,18,36.1,13.5,0.072184,20.3
Hamilton,86,0,Texas,28,0.825082508,0,8484,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000147795,206,32,49,198,118,32,14,25,17,10.2,5.5,0.072184,20.3
Hansford,13,2,Texas,28,2.379644884,0.366099213,5463,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,9.52E-05,80,87,93,74,36,35,16,25,17,6.1,2.5,0.072184,20.3
Hardin,1,0,Texas,28,2.02772388,0.069921513,57207,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000996574,196,66,129,50,117,202,14,37,20,61.3,25.4,0.072184,20.3
Harris,73,2,Texas,28,1.834794436,0.040011757,4698619,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.195376556,0.081852212,23,68,72,64,190,244,14,28,20,2402.4,938.5,0.072184,20.3
Harrison,166,14,Texas,28,2.877439079,0.134879957,66726,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.001162399,175,101,220,60,140,212,16,44,18,72.9,30.8,0.072184,20.3
Hartley,9,2,Texas,28,1.601708489,0.35593522,5619,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,9.79E-05,109,2,58,134,9,16,13,30,22,4.1,1.3,0.072184,20.3
Hays,217,3,Texas,28,0.974707026,0.013475212,222631,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.188652973,0.00387834,8,47,91,25,25,237,14,30,23,231.7,87.6,0.072184,20.3
Hemphill,1,0,Texas,28,0.261437908,0,3825,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,6.66E-05,67,5,44,62,11,1,14,32,19,4.2,1.8,0.072184,20.3
Henderson,7,0,Texas,28,0.571088349,0,82299,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.121508159,0.001433688,231,131,208,69,154,204,16,37,17,89.9,45.3,0.072184,20.3
Hidalgo,409,10,Texas,28,0.472319644,0.011548158,865939,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.31295507,0.015085076,12,227,118,199,237,236,15,34,16,493.2,158.1,0.072184,20.3
Hill,1,0,Texas,28,0.577653078,0.027507289,36354,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.137536447,0.000633304,165,95,117,114,81,127,15,32,18,36.6,16.8,0.072184,20.3
Hockley,23,1,Texas,28,1.000870322,0.043516101,22980,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000400323,145,187,132,71,138,77,15,29,19,25.2,10.2,0.072184,20.3
Hood,22,3,Texas,28,0.36341411,0.04955647,60537,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.198225878,0.001054584,85,40,24,15,63,158,13,29,18,121.7,59.3,0.072184,20.3
Hopkins,217,28,Texas,28,0.217332247,0,36810,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925562,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.271665308,0.000641248,146,118,191,123,84,130,17,31,18,45.8,19.6,0.072184,20.3
Houston,115,4,Texas,28,0.90638353,0,23169,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000403615,191,211,210,127,201,232,18,25,16,19.3,9.4,0.072184,20.3
Howard,14,0,Texas,28,0.164568419,0.02742807,36459,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.219424559,0.000635133,215,179,205,137,169,90,16,40,20,38.9,14.6,0.072184,20.3
Hunt,58,3,Texas,28,0.601079871,0.031090338,96493,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757013,0.121142038,0.113546708,1.181039059,0.238359259,0.001680955,167,153,188,110,111,161,16,33,18,102.5,43.7,0.072184,20.3
Hutchinson,3,0,Texas,28,1.179356543,0,21198,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.188697047,0.000369279,171,163,193,100,150,34,15,31,19,25,12,0.072184,20.3
Jack,4,0,Texas,28,0.45233518,0,8843,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000154049,178,60,164,189,88,97,15,33,20,9.9,4.5,0.072184,20.3
Jackson,60,2,Texas,28,1.008471158,0,14874,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000259112,147,38,85,159,45,93,14,33,19,17,7.9,0.072184,20.3
Jasper,26,0,Texas,28,0.89206066,0.055753791,35872,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.167261374,0.000624908,214,128,215,83,227,163,16,41,17,38,17.9,0.072184,20.3
Jefferson,1199,64,Texas,28,1.564699746,0.101960384,255001,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.345096686,0.004442241,190,212,216,66,228,231,17,35,17,287.9,119.2,0.072184,20.3
Jim Hogg,3,0,Texas,28,0.571646341,0,5248,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,9.14E-05,94,225,56,211,230,115,15,25,15,4.7,2.1,0.072184,20.3
Jim Wells,7,0,Texas,28,0.171476165,0,40822,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.19597276,0.000711139,183,232,106,122,236,217,15,32,16,47.2,18.7,0.072184,20.3
Johnson,35,0,Texas,28,0.706111659,0.023342534,171361,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.204247174,0.002985191,70,27,147,65,41,238,15,39,21,208.3,78.3,0.072184,20.3
Jones,30,0,Texas,28,5.096634203,0,19817,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000345222,174,53,212,201,175,88,16,38,20,21.8,8,0.072184,20.3
Karnes,4,0,Texas,28,0.255591054,0,15650,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000272631,53,129,103,67,146,120,16,29,20,19.8,7.6,0.072184,20.3
Kaufman,133,1,Texas,28,1.034037723,0.00777472,128622,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.062197758,0.002240657,65,70,153,57,44,233,15,36,21,132.4,49.1,0.072184,20.3
Kendall,497,20,Texas,28,0.438202493,0,45641,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000795088,11,8,2,1,7,167,12,23,20,50.4,21.2,0.072184,20.3
Kerr,9,0,Texas,28,0.171739338,0,52405,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.228985784,0.00091292,87,114,12,5,83,151,13,24,16,45,21.6,0.072184,20.3
Kimble,1,0,Texas,28,0.229252636,0,4362,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,7.60E-05,109,78,40,47,124,60,14,31,16,3.7,2.7,0.072184,20.3
Kleberg,11,1,Texas,28,0.353368242,0.032124386,31129,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.321243856,0.000542282,179,190,110,165,219,162,15,34,18,36.4,14.5,0.072184,20.3
Knox,79,0,Texas,28,0.273747605,0,3653,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,6.36E-05,237,124,73,213,85,65,15,25,18,4.4,2.4,0.072184,20.3
La Salle,3,0,Texas,28,0.398353472,0,7531,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,0.000131194,86,205,122,116,200,170,14,30,19,4.6,1.8,0.072184,20.3
Lamar,14,0,Texas,28,2.091377091,0.08043758,49728,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.402187902,0.000866286,192,198,233,43,125,185,18,34,16,54.9,24.8,0.072184,20.3
Lamb,8,0,Texas,28,0.607995136,0,13158,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000229219,194,214,148,141,160,24,16,26,16,13.8,6,0.072184,20.3
Lampasas,8,0,Texas,28,0.376842998,0,21229,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000369819,28,13,71,196,40,153,14,30,18,27.6,12.2,0.072184,20.3
Lavaca,7,1,Texas,28,0.34808553,0.049726504,20110,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.149179513,0.000350326,24,44,59,61,57,173,13,36,18,19.9,10.7,0.072184,20.3
Lee,436,30,Texas,28,0.349976668,0,17144,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000298657,89,65,176,73,82,165,15,41,18,26.4,11.9,0.072184,20.3
Leon,270,6,Texas,28,0.521134916,0,17270,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000300852,232,89,159,132,183,76,16,34,17,15.7,8.9,0.072184,20.3
Liberty,198,0,Texas,28,0.834076666,0.011584398,86323,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.001503788,212,172,223,216,215,193,17,34,19,65.3,24.8,0.072184,20.3
Limestone,60,0,Texas,28,0.637782219,0.042518815,23519,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.255112887,0.000409712,199,221,192,142,198,199,17,30,17,25.8,11.6,0.072184,20.3
Lipscomb,2,0,Texas,28,0.596125186,0,3355,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925562,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,5.84E-05,109,18,75,225,13,81,14,28,19,3.5,1.6,0.072184,20.3
Live Oak,5,0,Texas,28,0.410981424,0,12166,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000211938,61,83,62,150,149,106,15,29,18,11.1,5.8,0.072184,20.3
Llano,3,0,Texas,28,0.138593736,0,21646,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000377084,152,94,25,48,113,98,13,27,15,20.7,15.3,0.072184,20.3
Lubbock,607,50,Texas,28,1.974548814,0.162648172,307412,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.868541241,0.005355265,104,184,144,14,121,142,15,35,19,311.3,128.5,0.072184,20.3
Lynn,5,1,Texas,28,0.850774205,0.170154841,5877,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.00010238,170,203,128,90,94,56,16,29,17,6.6,3,0.072184,20.3
Madison,259,4,Texas,28,0.208015532,0,14422,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000251238,204,81,182,173,165,123,16,27,20,29.3,10.9,0.072184,20.3
